company,title,body,rating,sentiment,predicted,prob_pos,prob_neu,prob_neg
UPS,Service fra forrige århundrede - dårlig kundeservice,"Får du en pakke fra UPS koster det dig en arbejdsdag hvor du kan sidde og vente på budet - hvis han/hun da ellers kommer. Alternativt køre på tværs af landet for at hente din pakke. Telefonisk kundeservice virker ligeglade med os ""små"" kunder. Måske det forholder sig anderledes hvis man er virksomhedskunde ? Når nu PostDanmark har pakkeboksen og GLS pakkeshoppen, hvorfor pokker skal det så være så svært for UPS  at levere kundeservice som passer til det  21. århundrede. Bestiller aldrig pakker som leveres via UPS igen",1,negative,negative,0.001,0.015,0.984
PostNord i Danmark,Varen bestilt i Jylland torsdag…,"Varen bestilt i Jylland torsdag eftermiddag, klar til afhentning på sjælland fredag formiddag. Super hurtig ekspedition og transport.😄",5,positive,positive,0.981,0.017,0.001
PostNord i Danmark,Ventetid,"Aldrig mere postnord🤔 fik godt nok en SMS, at vores pakke var på vej,  ventende hjemme i  13 timer😡 den ville blive leveret mellem kl 09.00 og 21.00. Kom så først dagen efter 😡  aftaler måtte aflyses. Ikke iorden",1,negative,negative,0.043,0.176,0.781
PostNord i Danmark,Super hurtig levering,"Super hurtig levering, og pakken var 100% intakt! - og en rar/sød leverandør... intet at komme efter!",5,positive,positive,0.999,0.0,0.001
PostNord i Danmark,Dag til dag levering virker ikke,"Dag til dag levering virker ikke, min pakke stod 30 timer i Brøndby Hjælp via chatten kræver tålmodighed -der er 2 timers ventetid  og skal holdes åben for at beholde køen - der er god plads til forbedring",1,negative,positive,0.719,0.264,0.017
UPS,UPS er fulde af løgn...,"Jeg skulle have modtaget min pakke i dag d 29/04-2016.Ifølge tracking. har chaufføren forsøgt aflevering i dag d 29/04-2016 kl 1629. men vi har været hjemme siden kl 1525, og der har ikke været nogle UPS bil.  Mvh Thomas Lorentzen",1,negative,neutral,0.003,0.995,0.001
PostNord i Danmark,Pakkerne er altid i pæn stand når de…,"Pakkerne er altid i pæn stand når de kommer, aflevering foregår stille og roligt.",5,positive,neutral,0.086,0.91,0.005
PostNord i Danmark,Service,"Hvorfor bliver pakken sat i skuret, når man er hjemme til og modtage ?? Lidt mere service😀",2,negative,neutral,0.134,0.862,0.003
PostNord i Danmark,Der blev ikke ringet på!,"Denne gang gik det dog hurtigt med levering, men min pakke bliver bare stillet uden for døren, der bliver ikke ringet eller banket på, jeg får blot en sms om at pakken er afleveret hos mig, og jeg var hjemme hele tiden, tænker det må være vikar, for der plejer at blive ringet på!",3,neutral,neutral,0.028,0.969,0.004
UPS,Mest dårlige og uhøflige kundeservice!,"Hvis jeg kunne give 0 stjerne, så ville jeg havde gjort det. Jeg ringer til deres kundeservice, hvor jeg så bliver betjent af en kvinde gennem røret, hun siger hun ikke kan hjælpe mig på den mest uhøfligste måde, hvor jeg så spørger om hvad jeg sø skal gøre, hun siger jeg skal ringe igen? Normalt bliver man viderestillet hvis det er, men hun beder mig om at ringe igen, hvor jeg så bliver helt forvirret, og ved ikke hvad jeg skal gøre, så spørger jeg igen “hvad skal jeg så gøre?!” (På en sød måde) - hun lægger bare på.0/5 stjerner, jeg ville ønske jeg kunne give minus!",1,negative,positive,0.788,0.042,0.17
UPS,Besøgte aldrig adressen,"""Customer was not available when UPS attempted delivery.""De mødte sku' aldrig op på adressen! Har overvågning, der selv fanger en kat i mørke.",1,negative,neutral,0.042,0.595,0.363
UPS,Undgå UPS for en hver pris.,"Jeg skulle modtage en pakke fra amazon.co.uk. Pakken blev ikke leveret på min adresse; men i en pakke shop 1.6 km væk fra min bopæl. Da beskden kom om om at pakken var leveret til pakkeshoppen, gik jeg de 1.6 km for at hente pakken. Pakken var ikke andkomment til pakkeshoppen til trods for at jeg havde fået en email om den var leveret og der var kvitteret for modtagelse. Jeg var ikke det eneste offer for UPS's ""service"" der var en anden person i den samme situation.  Jeg prøvede at ringe til deres såkaldte ""Kundeservice"" og blev stillet op til et udenlandsk callcenter (Bangalore?) hvor en person på gebrokkent engelsk smed mig af linjen mens jeg forsøgte at oplæse det lange tracking nummer i telefonen. Det skete 3 gange hvorefter jeg smutte hjem uden min pakke. Senere fik jeg en SMS om at jeg kunne hente min pakke som var kommet frem til pakkeshoppen. Udgå UPS. GLS, PostNord.... er 1000x bedre.",1,negative,neutral,0.004,0.917,0.079
PostNord i Danmark,Skulle have kaffe kapsler fra Nespresso…,Skulle have kaffe kapsler fra Nespresso tirsdag som jeg fik en sms om at det kom. Fik først leveret torsdag omkring middag. IKKE GODT NOK😡,2,negative,neutral,0.328,0.631,0.041
PostNord i Danmark,Administrations gebyr!!!!!!!!!!!!!!!!,Administrations gebyr!!!!!!!!!!!!!!!!,1,negative,positive,0.903,0.04,0.057
PostNord i Danmark,Pakken kom frem uden skader og hurtigt,Pakken kom frem uden skader og hurtigt. Så jeg er tilfreds 👌,4,positive,positive,0.999,0.001,0.001
PostNord i Danmark,Perfekt,Pakken stillet under tag som en ekstra service fra buddet. Tak for det.,5,positive,positive,0.999,0.0,0.001
PostNord i Danmark,Punktlighed,"Punktlighed, hurtig levering, tydelig information om hvor varen befinder sig hvornår",5,positive,neutral,0.008,0.991,0.001
UPS,Elendig service!,"Jeg havde givet tilladelse til, at pakken kunne leveres på min terrasse. Alligevel stod den foran vores hoveddør, klart synligt fra en befærdet vej. Det er sgu ikke godt nok! Jeg kan heller ikke hverken skrive til dem eller indgive en klage uden at skulle oprette en login-profil, hvilket er elendig kundeservice. Vil forsøge at undgå UPS fremover!",1,negative,negative,0.005,0.001,0.994
UPS,Håbløs virksomhed,"Håbløs virksomhed. Totalt ufleksibel levering, hvor man altid ender med at skulle hente sine pakker selv i et gudsforladt industrikvarter, på trods af udfyldte blanketter om, at pakken må stilles eller valg af andet leveringssted. Gennemgribende håbløs kundeservice - til gengæld er de dyre. Tænk at der faktisk er en virksomhed på markedet, der får PostNord til at ligne en serviceminded og velfungerende virksomhed!",1,negative,negative,0.005,0.0,0.995
PostNord i Danmark,Smilende til tiden 👍🏻,Selv i udkants Danmark virker det upåklageligt!,5,positive,negative,0.003,0.008,0.988
PostNord i Danmark,God service,Alt er fint denne gang. Ingen ødelagte papkasser. Og altid gode til at sætte varerne. Det er et stort plus gr vægt og størrelse.,5,positive,positive,0.993,0.002,0.005
PostNord i Danmark,Hurtigere levering end ventet👍,"Hurtigere levering end ventet👍Samt sød betjening, som hjalp med levering til døren (udhuset)😍",5,positive,positive,0.998,0.001,0.001
UPS,Aldrig har jeg fået så dårlig…,"Aldrig har jeg fået så dårlig service/behandling af noget transport firma. Jeg skulle returnere en pakke til leverandør i udlandet. Leverandøren havde fint sendt retur seddel og anvisninger og skrev at UPS ville komme uanmeldt første gang og jeg derefter ville få besked fra dem om yderligere afhentning. Da der var gået nogle dage fik jeg pr. mail en tracking besked og med møje og besvær fandt jeg på nettet et  dansk nummer, som ikke ikke vidste en skid, men som kunne se at de havde været der 3 gange og på tidspunkter jeg FAKTISK var hjemme. INGEN beskeder om NOGET som helst, og det var ikke hans problem. Jeg kunne bare kontakte min leverandør og bede om en ny seddel. Jeg bad om at tale med hans chef, men det kunne jeg ikke komme til pga CORONA. Nu står jeg så her og må starte helt forfra - Leverandøren har betalt en formue for at få pakken hentet og jeg har været hjemme de tre nævnte dage. JEG vil i den grad anbefale at ALLE bruger et andet firma end UPS - totalt latterligt og uacceptabel firmapolitik... ØV ØV ØV",1,negative,neutral,0.03,0.943,0.027
UPS,De skulle have 0 stjerner!,Har oprettet en profil kun for at kunne lave denne anmeldelse! Hvis det var muligt skulle de have 0 stjerner! Deres analfabet af et pakkebud kunne ikke finde ud af at aflevere en pakke på adressen. Deres kundeservice svarer ikke på henvendelser. Det virker amatøragtigt!,1,negative,negative,0.121,0.002,0.877
PostNord i Danmark,Det kørte på skinner😀😀👍,Det kørte på skinner😀😀👍,5,positive,neutral,0.003,0.996,0.001
PostNord i Danmark,Min pakke blev leveret,Min pakke blev leveret! ;-),5,positive,positive,0.989,0.01,0.001
PostNord i Danmark,Ukompliceret levering..,"Ukompliceret levering...  af en venlig postomdeler.... til tiden - og personligt afleveret.Det mindede om den gamle, velkendte post-service. (Endelig...) Tak for det.",5,positive,positive,0.998,0.0,0.001
UPS,UPS har intet ansvar for deres egne betingelser,"Jeg tjekkede tilfældigvis tracking for en pakke jeg skulle modtage med UPS og så til min skræk at den var underskrevet min hæslige nabo. Efter et større skænderi lykkedes det at få pakken udleveret - da jeg ville klage til UPS finder jeg ud af, at enhver der benytter UPS accepterer at de må aflevere pakken til personer f.eks. naboen, som de mener ligner en der kan tage imod den. Angående hvilket ansvar de har over for dette står der i deres egne betingelser:  ""..accepterer UPS ikke noget ansvar under nogen omstændigheder i forbindelse med at udsætte en transport, omdirigere aflevering (hvad enten det er til en anden modtager eller til en anden adresse end angivet på fragtbrevet) eller at tilbagelevere en forsendelse til afsenderen og, i tilfælde af at UPS skulle forsøge men ikke lykkes med at gøre det, skal der ikke være noget ansvar for nogen form for tab forårsaget derved."" Så hvis du ikke kan få fravristet din pakke fra din nabo, som du aldrig har bedt om, at den skal afleveres på - ja så er det altså ikke UPS' skyld. Jeg kan kun anbefale at benytte andre fragtmuligheder end UPS.",1,negative,neutral,0.006,0.857,0.137
FedEx,Måtte bruge hele 2 forsøg,"Måtte bruge hele 2 forsøg, for at modtage en pakke. Og var kun fordi min kone opdagede at chaufføren fra FedEx ikke brugte ringeklokken. Men stod forsigtigt derude og prikkede til dørren med sin pegefinger at miraklet skete og vi ku modtage pakken",1,negative,negative,0.065,0.226,0.708
PostNord i Danmark,Ingen problemer,"Ingen problemer. Hurtigt, nemt og sikkert.",5,positive,positive,0.398,0.215,0.386
UPS,Absolut værste forsendelsesfirma,"Absolut værste forsendelsesfirma. Meddeler at pakken er forsøgt leveret men at ingen var hjemme, selvom der er 4 personer hjemme. Ringer til kundeservice med det samme, de kan intet gøre udover at love den bliver leveret imorgen. Dårligste firma nogensinde.",1,negative,negative,0.062,0.008,0.93
PostNord i Danmark,"Det kom hurtigt ,så fint","Det kom hurtigt ,så fint",5,positive,neutral,0.126,0.872,0.003
FedEx,Ingen svar fra deres  FedEx Cross…,Ingen svar fra deres  FedEx Cross Border kundeservice og jeg har betalt 850kr for en pakke de aldrig kom med,1,negative,positive,0.782,0.048,0.17
FedEx,Fuldstændig uforskammet dårlig service,"Fuldstændig uforskammet dårlig service. Jeg skulle modtage en pakke torsdag, hvorfor jeg arbejder hjemmefra hele dagen. Ingen chauffør ringer på og min pakke bliver ikke leveret. Jeg skriver til FedEx og får først et svar om onsdagen, altså 6 dage efter min henvendelse. Jeg beder dem leverer min pakke til min nabo, da hun vil kunne modtage min pakke for mig. Heller ikke denne gang, bliver der ringet på døren… Jeg skriver igen til FedEx og får en besked om at pakken er forsøgt leveret onsdagen efter. Heller ikke her bliver der ringet på døren… Jeg skriver nu til dem, at de skal være søde at leverer min pakke fredag og give mig et tidsestimat på 2 timer. Der bliver ikke svaret på mailen, hvorfor jeg ringer ind fredag og spørg efter min pakke. En meget uimødekommende servicemedarbejder svarer telefonen og er ikke villig til at hjælpe mig. Jeg beder om at tale med medarbejderes overordnede, som vil ringe mig op. Her bliver jeg mødt af en meget umanerlig kvinde, som heller ikke vil imødekomme mig, trods det er deres fejl min pakke endnu ikke er dukket op. Jeg får at vide at jeg selv kan hente pakken i Kastrup. Dette er jeg naturligvis ikke tilfreds med, så jeg forespørg en kurer til at levere min pakke. Dette kunne overhoved ikke komme på tale og jeg får en blank afvisning uden at forsøge at løse problemstillingen. Magen til userviceminded firma, skal man virkelig lede længe efter. Og det er bestemt sidste gang jeg vil benytte mig af FedEx. Jeg vil fraråde ALLE mod at bruge FedEx.Jeg står stadig uden min pakke, over en uge efter den skulle have været leveret.",1,negative,neutral,0.093,0.683,0.224
UPS,Aldrig for sent,"perfekt!Alt fungere og behagelige personer der aflevere pakkerne. Udstråler stor professionalisme.",5,positive,positive,0.999,0.0,0.001
UPS,Elendig virksomhed fra top til bund,"Elendig virksomhed fra top til bund. Elendig kundeservice, og endnu værre “levering”, hvor de slet ikke forsøger at levere.Skod.",1,negative,negative,0.002,0.0,0.998
PostNord i Danmark,Pisnord,"Det er hver evig eneste gang i skal bringe en pakke ud, så er den altid strandet i et eller andet skodcenter. Forventet levering d.10/5 og nu her kvart i 16 står der forventet levering d.15/5. På postnord appen står der at den har været klar til levering hele dagen.",1,negative,neutral,0.004,0.994,0.003
PostNord i Danmark,Perfekt som altid,Perfekt som altid,5,positive,positive,0.998,0.002,0.001
PostNord i Danmark,lev var ok,Ingen problemer.,5,positive,neutral,0.018,0.834,0.148
PostNord i Danmark,Tilfreds kunde.,"Rimelig hurtig levering, glad og venligt bud. Alt i alt fin betjening 😊",5,positive,positive,0.999,0.001,0.001
PostNord i Danmark,Min pakke kom til aftalt tid.,Min pakke kom til aftalt tid.,5,positive,neutral,0.002,0.997,0.001
PostNord i Danmark,Hurtigt og venligt,Hurtigt og venligt,5,positive,positive,0.997,0.002,0.001
UPS,Blev ført baglyset - på grænsen til bedrageri!,"For nogle dage siden ankom to lommelygter, som jeg havde bestilt fra Kina.På pakken stod der at der var chance for at der var afgifter og andre tillæg, som jeg måske skulle betale, og hvis jeg havde nogle spørgsmål kunne de kontaktes på telefon. Inden jeg åbnede pakken ringede jeg ind til dem, for at hører, hvor meget jeg skulle af med - efter at have oplyst værdien på mine lommelygter - ca. 80 kr,- pr. stk. blev jeg fortalt, at jeg skulle betale 80 kr,- Jeg tænkte at det er til at leve med, selvom jeg måske var lidt utilfreds. Et par uger senere sender de mig så en regning, som lyder på 200 kr,-Fortoldningen kostede 80 kr,- men så vil de også have 120 kr,- for at have lagt 80 kr,- ud for mig. Jeg syntes det er på grænsen til at være bedrageri - man burde da kunne stole på, hvad deres medarbejdere siger, når man ringer ind til dem. Følte ellers at jeg var rigtig forsigtig, ved at ringe ind til dem, før jeg åbnede pakken. Men jeg ender med at skulle betale 250% af, hvad jeg blev oplyst over telefonen. Det ender med, at lommelygterne faktisk kommer til at koste mere, end de gør herhjemme - for 80 kr,- havde jeg dog stadigvæk haft en besparelse.",1,negative,neutral,0.003,0.995,0.002
